ID;Nombre;IdFutbin;Enlace;Media;Calidad;Equipo;Liga;Pais;Ritmo;Tiro;Pase;Regate;Defensa;Fisico
11840;Alexandru Crețu;40790;https://www.futbin.com/25/player/40790/alexandru-cretu;67;silver;Univ. Craiova;SUPERLIGA;Romania;54;58;56;60;67;78
11841;Iulian Cristea;40791;https://www.futbin.com/25/player/40791/iulian-cristea;67;silver;FC Univ. Cluj;SUPERLIGA;Romania;72;38;48;57;66;75
11842;Domen Črnigoj;40792;https://www.futbin.com/25/player/40792/domen-crnigoj;67;silver;Venezia;Serie A TIM;Slovenia;72;61;68;69;54;69
11843;Daniel Crowley;40793;https://www.futbin.com/25/player/40793/daniel-crowley;67;silver;Notts County;EFL League Two;England;77;64;67;69;47;52
11844;Iván Cuéllar Sacristán;40794;https://www.futbin.com/25/player/40794/ivan-cuellar-sacristan;67;silver;RCD Mallorca;LALIGA EA SPORTS;Spain;65;67;64;67;47;66
11845;Jamie Cumming;40795;https://www.futbin.com/25/player/40795/jamie-cumming;67;silver;Oxford United;EFL Championship;England;66;65;66;67;39;65
11846;Christopher Cvetko;40796;https://www.futbin.com/25/player/40796/christopher-cvetko;67;silver;Austria Klagenfurt;Ö. Bundesliga;Austria;60;60;63;64;65;76
11847;Luca D'Andrea;40797;https://www.futbin.com/25/player/40797/luca-dandrea;67;silver;Sassuolo;Serie BKT;Italy;77;58;64;71;39;53
11848;Izzy D'Aquila;40798;https://www.futbin.com/25/player/40798/izzy-daquila;67;silver;Portland Timbers-Thorns;NWSL;United States;51;68;60;65;39;63
11849;João Pedro da Costa Gamboa;40799;https://www.futbin.com/25/player/40799/joao-pedro-da-costa-gamboa;67;silver;Pogoń Szczecin;PKO BP Ekstraklasa;Portugal;65;58;64;64;64;74
11850;Alessio Da Cruz;40800;https://www.futbin.com/25/player/40800/alessio-da-cruz;67;silver;Fortuna Sittard;Eredivisie;Cape Verde Islands;70;67;60;71;36;62
11851;Felipe Augusto da Silva;40801;https://www.futbin.com/25/player/40801/felipe-augusto-da-silva;67;silver;Cercle Brugge;1A Pro League;Brazil;71;66;47;63;27;67
11852;Manuel Luís Da Silva Cafumana;40802;https://www.futbin.com/25/player/40802/manuel-luis-da-silva-cafumana;67;silver;FC Dallas;MLS;Angola;63;47;62;66;64;67
11853;Pedro José da Silva Trigueira;40803;https://www.futbin.com/25/player/40803/pedro-jose-da-silva-trigueira;67;silver;AVS Futebol SAD;Liga Portugal;Portugal;65;64;66;64;45;67
11854;Amira Dahl;40804;https://www.futbin.com/25/player/40804/amira-dahl;67;silver;SV Werder Bremen;GPFBL;Germany;76;60;59;66;44;57
11855;Cristian Dájome;40805;https://www.futbin.com/25/player/40805/cristian-dajome;67;silver;D.C. United;MLS;Colombia;81;61;60;67;55;71
11856;Wessel Dammers;40806;https://www.futbin.com/25/player/40806/wessel-dammers;67;silver;Randers FC;3F Superliga;Netherlands;58;56;53;59;67;74
11857;Tendayi Darikwa;40808;https://www.futbin.com/25/player/40808/tendayi-darikwa;67;silver;Lincoln City;EFL League One;Zimbabwe;84;50;61;63;62;76
11858;Simone Davi;40809;https://www.futbin.com/25/player/40809/simone-davi;67;silver;Südtirol;Serie BKT;Italy;83;48;60;66;58;65
11859;Isaak Davies;40810;https://www.futbin.com/25/player/40810/isaak-davies;67;silver;Cardiff City;EFL Championship;Wales;83;65;51;68;24;58
11860;Brian De Keersmaecker;40811;https://www.futbin.com/25/player/40811/brian-de-keersmaecker;67;silver;Heracles Almelo;Eredivisie;Belgium;76;53;64;66;61;70
11861;Fabian de Keijzer;40812;https://www.futbin.com/25/player/40812/fabian-de-keijzer;67;silver;Heracles Almelo;Eredivisie;Netherlands;67;63;67;69;31;66
11862;Daliyah De Klonia;40813;https://www.futbin.com/25/player/40813/daliyah-de-klonia;67;silver;Ajax;Nederland Vrouwen Liga;Netherlands;69;45;55;65;64;61
11863;Luis de la Cruz;40814;https://www.futbin.com/25/player/40814/luis-de-la-cruz;67;silver;S. Trinidense;Sudamericana;Paraguay;70;57;60;69;64;70
11864;Erik De Los Santos;40815;https://www.futbin.com/25/player/40815/erik-de-los-santos;67;silver;Racing Club;Sudamericana;Uruguay;77;48;65;67;62;62
11865;Sebastian De Maio;40816;https://www.futbin.com/25/player/40816/sebastian-de-maio;67;silver;Mantova;Serie BKT;France;40;42;43;58;66;70
11866;Dion De Neve;40817;https://www.futbin.com/25/player/40817/dion-de-neve;67;silver;KV Kortrijk;1A Pro League;Belgium;81;59;59;68;49;42
11867;Nicolas De Préville;40818;https://www.futbin.com/25/player/40818/nicolas-de-preville;67;silver;ESTAC Troyes;Ligue 2 BKT;France;72;68;66;67;39;64
11868;Gabriel Debeljuh;40819;https://www.futbin.com/25/player/40819/gabriel-debeljuh;67;silver;Sepsi OSK;SUPERLIGA;Croatia;60;63;48;63;25;77
11869;Tim Jabol-Folcarelli;41013;https://www.futbin.com/25/player/41013/tim-jabol-folcarelli;67;silver;AC Ajaccio;Ligue 2 BKT;France;66;56;64;65;63;71
11870;Thore Jacobsen;41015;https://www.futbin.com/25/player/41015/thore-jacobsen;67;silver;1860 München;3. Liga;Germany;63;55;64;67;63;70
11871;Miguel Jacquet;41016;https://www.futbin.com/25/player/41016/miguel-jacquet;67;silver;Libertad;Libertadores;Paraguay;60;34;44;49;67;72
11872;Alexander Jallow;41017;https://www.futbin.com/25/player/41017/alexander-jallow;67;silver;Brisigonza;Serie BKT;Sweden;82;55;58;67;60;68
11873;Timotej Jambor;41018;https://www.futbin.com/25/player/41018/timotej-jambor;67;silver;FC Rapid 1923;SUPERLIGA;Slovakia;76;69;52;65;26;66
11874;Isak Jansson;41019;https://www.futbin.com/25/player/41019/isak-jansson;67;silver;SK Rapid Wien;Ö. Bundesliga;Sweden;81;62;57;69;41;68
11875;Florian Jaritz;41020;https://www.futbin.com/25/player/41020/florian-jaritz;67;silver;Austria Klagenfurt;Ö. Bundesliga;Austria;69;63;63;67;58;67
11876;Richard Jensen;41021;https://www.futbin.com/25/player/41021/richard-jensen;67;silver;Aberdeen;cinch Prem;Finland;53;43;53;64;67;72
11877;Ulrik Yttergård Jenssen;41022;https://www.futbin.com/25/player/41022/ulrik-yttergard-jenssen;67;silver;Rosenborg BK;Eliteserien;Norway;53;54;62;61;66;73
11878;Ruben Yttergård Jenssen;41023;https://www.futbin.com/25/player/41023/ruben-yttergard-jenssen;67;silver;Tromsø IL;Eliteserien;Norway;55;59;66;65;61;74
11879;Tae Wook Jeong;41024;https://www.futbin.com/25/player/41024/tae-wook-jeong;67;silver;WS Wanderers;A-League;Korea Republic;49;31;47;47;64;80
11880;Woon Jeong;41025;https://www.futbin.com/25/player/41025/woon-jeong;67;silver;Jeju United;K League 1;Korea Republic;75;57;64;64;66;74
11881;Alberto Jiménez Benítez;41026;https://www.futbin.com/25/player/41026/alberto-jimenez-benitez;67;silver;CD Castellón;LALIGA HYPERMOTION;Spain;52;56;58;58;62;85
11882;Jin Woo Jo;41027;https://www.futbin.com/25/player/41027/jin-woo-jo;67;silver;Gimcheon Sangmu;K League 1;Korea Republic;61;37;44;40;67;75
11883;Piotr Johansson;41028;https://www.futbin.com/25/player/41028/piotr-johansson;67;silver;Djurgårdens IF;Allsvenskan;Sweden;82;50;57;62;61;80
11884;George Johnston;41029;https://www.futbin.com/25/player/41029/george-johnston;67;silver;Bolton;EFL League One;Scotland;64;33;51;61;66;74
11885;Kasper Jørgensen;41030;https://www.futbin.com/25/player/41030/kasper-jorgensen;67;silver;AaB;3F Superliga;Denmark;78;45;56;64;59;74
11886;Branko Jovičić;41031;https://www.futbin.com/25/player/41031/branko-jovicic;67;silver;LASK;Ö. Bundesliga;Serbia;66;51;60;65;65;69
11887;Se Jong Ju;41032;https://www.futbin.com/25/player/41032/se-jong-ju;67;silver;Daejeon Citizen;K League 1;Korea Republic;54;53;71;65;58;68
11888;Hidde Jurjus;41033;https://www.futbin.com/25/player/41033/hidde-jurjus;67;silver;FC Groningen;Eredivisie;Netherlands;68;62;63;69;45;65
11889;Markus Kaasa;41034;https://www.futbin.com/25/player/41034/markus-kaasa;67;silver;Molde FK;Eliteserien;Norway;71;61;64;70;58;65
11890;Sory Kaba;41035;https://www.futbin.com/25/player/41035/sory-kaba;67;silver;UD Las Palmas;LALIGA EA SPORTS;Guinea;53;68;57;65;31;80
11891;Yusuf Kabadayi;41036;https://www.futbin.com/25/player/41036/yusuf-kabadayi;67;silver;FC Augsburg;Bundesliga;Germany;87;63;56;71;21;58
11892;Damian Kądzior;41037;https://www.futbin.com/25/player/41037/damian-kadzior;67;silver;Piast Gliwice;PKO BP Ekstraklasa;Poland;90;62;61;69;46;65
11893;Eric Kahl;41038;https://www.futbin.com/25/player/41038/eric-kahl;67;silver;AGF;3F Superliga;Sweden;85;53;61;64;61;71
11894;Tobias Kainz;41039;https://www.futbin.com/25/player/41039/tobias-kainz;67;silver;TSV Hartberg;Ö. Bundesliga;Austria;71;58;65;65;64;71
11895;Lovre Kalinić;41040;https://www.futbin.com/25/player/41040/lovre-kalinic;67;silver;Hajduk Split;Liga Hrvatska;Croatia;70;63;53;69;33;68
11896;Benjamin Källman;41041;https://www.futbin.com/25/player/41041/benjamin-kallman;67;silver;Cracovia;PKO BP Ekstraklasa;Finland;79;64;49;67;23;77
11897;Yayah Kallon;41042;https://www.futbin.com/25/player/41042/yayah-kallon;67;silver;Salernitana;Serie BKT;Sierra Leone;82;64;58;69;22;63
11898;Dijon Kameri;41043;https://www.futbin.com/25/player/41043/dijon-kameri;67;silver;RB Salzburg;Ö. Bundesliga;Austria;74;66;63;70;38;63
11899;Claudio Kammerknecht;41044;https://www.futbin.com/25/player/41044/claudio-kammerknecht;67;silver;Dynamo Dresden;3. Liga;Sri Lanka;62;32;57;57;65;76
11900;Wieke Kaptein;41045;https://www.futbin.com/25/player/41045/wieke-kaptein;67;silver;Chelsea;Barclays WSL;Netherlands;67;65;62;69;63;66
11901;Ali Karimi;41046;https://www.futbin.com/25/player/41046/ali-karimi;67;silver;Kayserispor;Trendyol Süper Lig;Iran;59;60;65;67;64;70
11902;Ahmed Kashi;41047;https://www.futbin.com/25/player/41047/ahmed-kashi;67;silver;AC Beauruelle;Ligue 2 BKT;Algeria;49;52;63;64;61;71
11903;David Kasumu;41048;https://www.futbin.com/25/player/41048/david-kasumu;67;silver;Huddersfield;EFL League One;Nigeria;77;50;60;67;63;77
11904;Fabio Kaufmann;41049;https://www.futbin.com/25/player/41049/fabio-kaufmann;67;silver;Braunschweig;Bundesliga 2;Germany;77;67;62;70;53;70
11905;Oluwatosin Kehinde;41050;https://www.futbin.com/25/player/41050/oluwatosin-kehinde;67;silver;Ferencvárosi TC;Magyar Liga;Nigeria;83;55;61;72;40;64
11906;Matty Kennedy;41051;https://www.futbin.com/25/player/41051/matty-kennedy;67;silver;Kilmarnock;cinch Prem;Northern Ireland;85;59;63;71;50;61
11907;David Kiki;41054;https://www.futbin.com/25/player/41054/david-kiki;67;silver;FCSB;SUPERLIGA;Benin;77;49;57;64;62;75
11908;Mads Kikkenborg;41055;https://www.futbin.com/25/player/41055/mads-kikkenborg;67;silver;RSC Anderlecht;1A Pro League;Denmark;67;66;67;69;29;66
11909;Guy-Marcelin Kilama;41056;https://www.futbin.com/25/player/41056/guy-marcelin-kilama;67;silver;Hatayspor;Trendyol Süper Lig;Cameroon;74;38;57;61;66;76
11910;Ju Sung Kim;41057;https://www.futbin.com/25/player/41057/ju-sung-kim;67;silver;FC Seoul;K League 1;Korea Republic;73;39;47;54;65;73
11911;Bo Sub Kim;41058;https://www.futbin.com/25/player/41058/bo-sub-kim;67;silver;Incheon United;K League 1;Korea Republic;86;62;57;68;44;71
11912;Savy King;41059;https://www.futbin.com/25/player/41059/savy-king;67;silver;Bay FC;NWSL;United States;68;40;55;67;66;67
11913;Mikkel Kirkeskov;41060;https://www.futbin.com/25/player/41060/mikkel-kirkeskov;67;silver;Preußen Münster;Bundesliga 2;Denmark;68;51;67;67;61;72
11914;Arda Kızıldağ;41061;https://www.futbin.com/25/player/41061/arda-kzldag;67;silver;Gaziantep;Trendyol Süper Lig;Türkiye;62;37;48;51;68;69
11915;Carl Klaus;41062;https://www.futbin.com/25/player/41062/carl-klaus;67;silver;Union Berlin;Bundesliga;Germany;67;69;66;70;29;65
11916;Pascal Klemens;41063;https://www.futbin.com/25/player/41063/pascal-klemens;67;silver;Hertha Berlin;Bundesliga 2;Germany;61;37;56;61;67;72
11917;Philipp Klement;41064;https://www.futbin.com/25/player/41064/philipp-klement;67;silver;Kaiserslautern;Bundesliga 2;Germany;60;64;70;69;40;49
11918;Stefan Knežević;41065;https://www.futbin.com/25/player/41065/stefan-knezevic;67;silver;FC Luzern;CSSL;Switzerland;42;37;49;61;66;74
11919;Harvey Knibbs;41066;https://www.futbin.com/25/player/41066/harvey-knibbs;67;silver;Reading;EFL League One;England;73;65;62;67;62;78
11920;Mats Knoester;41067;https://www.futbin.com/25/player/41067/mats-knoester;67;silver;Ferencvárosi TC;Magyar Liga;Netherlands;63;29;49;55;65;78
11921;Christoph Kobald;41068;https://www.futbin.com/25/player/41068/christoph-kobald;67;silver;Karlsruher SC;Bundesliga 2;Austria;66;26;54;54;68;67
11922;Elvir Koljić;41069;https://www.futbin.com/25/player/41069/elvir-koljic;67;silver;Univ. Craiova;SUPERLIGA;Bosnia and Herzegovina;54;68;51;61;33;72
11923;Cheick Oumar Konaté;41070;https://www.futbin.com/25/player/41070/cheick-oumar-konate;67;silver;Clermont Foot 63;Ligue 2 BKT;Mali;60;29;55;65;67;52
11924;David Kopacz;41071;https://www.futbin.com/25/player/41071/david-kopacz;67;silver;FC Ingolstadt 04;3. Liga;Poland;74;61;63;68;39;62
11925;Josh Koroma;41072;https://www.futbin.com/25/player/41072/josh-koroma;67;silver;Huddersfield;EFL League One;Sierra Leone;82;65;59;68;38;63
11926;Ilias Kostis;41073;https://www.futbin.com/25/player/41073/ilias-kostis;67;silver;Atlético de Madrid;LALIGA EA SPORTS;Greece;60;22;44;50;66;71
11927;Xavier Kouassi;41074;https://www.futbin.com/25/player/41074/xavier-kouassi;67;silver;Pau FC;Ligue 2 BKT;Côte d'Ivoire;59;51;60;64;67;76
11928;Christos Kourfalidis;41075;https://www.futbin.com/25/player/41075/christos-kourfalidis;67;silver;Cosenza;Serie BKT;Greece;71;60;67;70;58;65
11929;Sanja Kovačević;41077;https://www.futbin.com/25/player/41077/sanja-kovacevic;67;silver;FC Zürich;Schweizer Damen Liga;Serbia;68;63;63;67;60;67
11930;İsmail Köybaşı;41078;https://www.futbin.com/25/player/41078/ismail-koybas;67;silver;Göztepe;Trendyol Süper Lig;Türkiye;71;64;67;71;61;64
11931;Samuel Kozlovský;41079;https://www.futbin.com/25/player/41079/samuel-kozlovsky;67;silver;Widzew Łódź;PKO BP Ekstraklasa;Slovakia;70;52;62;62;65;63
11932;Robin Krauße;41081;https://www.futbin.com/25/player/41081/robin-kraue;67;silver;Braunschweig;Bundesliga 2;Germany;63;41;62;58;64;77
11933;Thaer Krouma;41082;https://www.futbin.com/25/player/41082/thaer-krouma;67;silver;Mumbai City FC;Hero ISL;Syria;49;46;43;49;71;69
11934;Mirlind Kryeziu;41083;https://www.futbin.com/25/player/41083/mirlind-kryeziu;67;silver;FC Zürich;CSSL;Kosovo;34;36;48;50;65;78
11935;Jarosław Kubicki;41084;https://www.futbin.com/25/player/41084/jarosaw-kubicki;67;silver;Jagiellonia;PKO BP Ekstraklasa;Poland;71;56;63;65;62;75
11936;Christian Kühlwetter;41085;https://www.futbin.com/25/player/41085/christian-kuhlwetter;67;silver;Jahn Regensburg;Bundesliga 2;Germany;67;66;61;68;34;71
11937;Dawid Kurminowski;41086;https://www.futbin.com/25/player/41086/dawid-kurminowski;67;silver;Zagłębie Lubin;PKO BP Ekstraklasa;Poland;83;66;47;65;25;77
11938;Rafał Kurzawa;41087;https://www.futbin.com/25/player/41087/rafa-kurzawa;67;silver;Pogoń Szczecin;PKO BP Ekstraklasa;Poland;51;65;70;67;63;60
11939;Stefan Kutschke;41088;https://www.futbin.com/25/player/41088/stefan-kutschke;67;silver;Dynamo Dresden;3. Liga;Germany;49;68;46;56;39;84
11940;Ahmed Kutucu;41089;https://www.futbin.com/25/player/41089/ahmed-kutucu;67;silver;Eyüpspor;Trendyol Süper Lig;Türkiye;73;68;58;67;41;69
11941;Antonino La Gumina;41090;https://www.futbin.com/25/player/41090/antonino-la-gumina;67;silver;Sampdoria;Serie BKT;Italy;75;67;60;67;36;71
11942;Francisco La Mantía;41091;https://www.futbin.com/25/player/41091/francisco-la-mantia;67;silver;Caracas F.C.;Libertadores;Venezuela;65;56;59;53;68;69
11943;Gustaf Lagerbielke;41092;https://www.futbin.com/25/player/41092/gustaf-lagerbielke;67;silver;Celtic;cinch Prem;Sweden;53;32;55;58;67;66
11944;Senne Lammens;41093;https://www.futbin.com/25/player/41093/senne-lammens;67;silver;Royal Antwerp FC;1A Pro League;Belgium;71;65;61;69;21;63
11945;Lazaros Lamprou;41094;https://www.futbin.com/25/player/41094/lazaros-lamprou;67;silver;Raków;PKO BP Ekstraklasa;Greece;82;63;59;70;31;62
11946;Paddy Lane;41095;https://www.futbin.com/25/player/41095/paddy-lane;67;silver;Portsmouth;EFL Championship;Northern Ireland;76;65;61;69;54;58
11947;Christoph Lang;41096;https://www.futbin.com/25/player/41096/christoph-lang;67;silver;SK Rapid Wien;Ö. Bundesliga;Austria;73;66;63;69;33;61
11948;Callum Lang;41097;https://www.futbin.com/25/player/41097/callum-lang;67;silver;Portsmouth;EFL Championship;England;80;64;62;69;40;69
11949;Macaulay Langstaff;41098;https://www.futbin.com/25/player/41098/macaulay-langstaff;67;silver;Millwall;EFL Championship;England;81;66;54;66;36;68
11950;Ionuț Larie;41099;https://www.futbin.com/25/player/41099/ionut-larie;67;silver;Farul Constanța;SUPERLIGA;Romania;38;42;53;50;66;73
11951;Nikolai Laursen;41100;https://www.futbin.com/25/player/41100/nikolai-laursen;67;silver;Heracles Almelo;Eredivisie;Denmark;74;66;66;69;37;56
11952;Jordan Lawrence-Gabriel;41102;https://www.futbin.com/25/player/41102/jordan-lawrence-gabriel;67;silver;Blackpool;EFL League One;England;82;36;54;62;61;66
11953;Mickaël Le Bihan;41103;https://www.futbin.com/25/player/41103/mickael-le-bihan;67;silver;SM Caen;Ligue 2 BKT;France;48;69;60;67;46;74
11954;Randall Leal;41104;https://www.futbin.com/25/player/41104/randall-leal;67;silver;Nashville SC;MLS;Costa Rica;71;64;65;71;44;52
11955;Ben Lederman;41105;https://www.futbin.com/25/player/41105/ben-lederman;67;silver;Raków;PKO BP Ekstraklasa;Poland;76;57;67;70;55;66
11956;Richard Ledezma;41106;https://www.futbin.com/25/player/41106/richard-ledezma;67;silver;PSV;Eredivisie;United States;68;60;66;70;48;47
11957;Geon Hee Lee;41107;https://www.futbin.com/25/player/41107/geon-hee-lee;67;silver;GwangJu FC;K League 1;Korea Republic;70;68;39;63;21;74
11958;Soo Bin Lee;41108;https://www.futbin.com/25/player/41108/soo-bin-lee;67;silver;Jeonbuk Hyundai;K League 1;Korea Republic;57;48;61;67;58;64
11959;Elliot Lee;41109;https://www.futbin.com/25/player/41109/elliot-lee;67;silver;Wrexham AFC;EFL League One;England;67;66;64;68;59;68
11960;Ho Jae Lee;41110;https://www.futbin.com/25/player/41110/ho-jae-lee;67;silver;Pohang Steelers;K League 1;Korea Republic;38;73;44;55;26;76
11961;Clint Leemans;41111;https://www.futbin.com/25/player/41111/clint-leemans;67;silver;NAC Breda;Eredivisie;Netherlands;52;70;69;65;59;70
11962;Alexander Rossipal;42108;https://www.futbin.com/25/player/42108/alexander-rossipal;67;silver;Hansa Rostock;3. Liga;Germany;61;46;60;62;65;70
11963;Matteo Rover;42109;https://www.futbin.com/25/player/42109/matteo-rover;67;silver;Südtirol;Serie BKT;Italy;75;66;59;71;40;61
11964;Jimmy Roye;42110;https://www.futbin.com/25/player/42110/jimmy-roye;67;silver;Stade Lavallois;Ligue 2 BKT;France;63;64;64;68;63;69
11965;Agustín Ruberto;42111;https://www.futbin.com/25/player/42111/agustin-ruberto;67;silver;River Plate;Libertadores;Argentina;72;67;59;65;41;67
11966;Slobodan Rubežić;42112;https://www.futbin.com/25/player/42112/slobodan-rubezic;67;silver;Aberdeen;cinch Prem;Montenegro;59;27;32;46;67;81
11967;Kevin Rüegg;42113;https://www.futbin.com/25/player/42113/kevin-ruegg;67;silver;FC Basel 1893;CSSL;Switzerland;78;57;64;67;62;70
11968;Salvador Ruíz Rodríguez;42114;https://www.futbin.com/25/player/42114/salvador-ruiz-rodriguez;67;silver;CD Castellón;LALIGA HYPERMOTION;Spain;72;30;62;61;64;67
11969;Adrian Rus;42115;https://www.futbin.com/25/player/42115/adrian-rus;67;silver;Pisa;Serie BKT;Romania;72;47;54;59;66;73
11970;Besard Sabovic;42116;https://www.futbin.com/25/player/42116/besard-sabovic;67;silver;Djurgårdens IF;Allsvenskan;Sweden;55;65;65;66;61;72
11971;Noah Sadiki;42117;https://www.futbin.com/25/player/42117/noah-sadiki;67;silver;R. Union St.-G.;1A Pro League;Congo DR;73;38;59;68;65;67
11972;Loret Sadiku;42118;https://www.futbin.com/25/player/42118/loret-sadiku;67;silver;Kasımpaşa;Trendyol Süper Lig;Albania;35;57;57;60;66;66
